id_ccbh,interpro_go_id
PA4851_08190,F:GO:0050661
PA4851_08190,F:GO:0051287
PA4851_08190,P:GO:0055114
PA4851_08195,no GO terms
PA4851_08200,F:GO:0003824
PA4851_08200,F:GO:0008484
PA4851_08200,C:GO:0016021
PA4851_08205,no GO terms
PA4851_08210,F:GO:0005524
PA4851_08210,P:GO:0006355
PA4851_08210,F:GO:0016817
PA4851_08215,no GO terms
PA4851_08220,F:GO:0016491
PA4851_08220,P:GO:0055114
PA4851_08230,C:GO:0005886
PA4851_08230,F:GO:0022857
PA4851_08230,P:GO:0055085
PA4851_08240,F:GO:0005215
PA4851_08240,C:GO:0016020
PA4851_08240,P:GO:0055085
PA4851_08245,C:GO:0016021
PA4851_08245,P:GO:0055085
PA4851_08250,F:GO:0004312
PA4851_08250,C:GO:0005835
PA4851_08250,P:GO:0006633
PA4851_08250,P:GO:0055114
PA4851_08255,no GO terms
PA4851_08260,F:GO:0003824
PA4851_08265,F:GO:0003824
PA4851_08270,no IPS match
PA4851_08275,F:GO:0004004
PA4851_08275,F:GO:0004386
PA4851_08280,F:GO:0003824
PA4851_08280,F:GO:0016791
PA4851_08285,F:GO:0003824
PA4851_08290,no GO terms
PA4851_08295,no GO terms
PA4851_08300,no GO terms
PA4851_08305,no GO terms
PA4851_08310,no GO terms
PA4851_08315,F:GO:0003824
PA4851_08320,F:GO:0005515
PA4851_08325,F:GO:0003824
PA4851_08325,F:GO:0004315
PA4851_08325,P:GO:0006633
PA4851_08330,F:GO:0003677
PA4851_08330,F:GO:0003700
PA4851_08330,P:GO:0006352
PA4851_08330,P:GO:0006355
PA4851_08330,F:GO:0016987
PA4851_08335,no GO terms
PA4851_08340,no GO terms
PA4851_08345,no GO terms
PA4851_08350,no GO terms
PA4851_08355,no GO terms
PA4851_08360,no GO terms
PA4851_08365,no IPS match
PA4851_08370,no GO terms
PA4851_08375,no IPS match
PA4851_08380,C:GO:0016020
PA4851_08385,no GO terms
PA4851_08390,no GO terms
PA4851_08395,F:GO:0003676
PA4851_08395,F:GO:0005524
PA4851_08395,F:GO:0016818
PA4851_08400,F:GO:0000155
PA4851_08400,P:GO:0000160
PA4851_08400,P:GO:0007165
PA4851_08400,C:GO:0016020
PA4851_08400,P:GO:0016310
PA4851_08400,F:GO:0016772
PA4851_08400,F:GO:0022857
PA4851_08400,P:GO:0055085
PA4851_08405,no GO terms
PA4851_08410,F:GO:0003677
PA4851_08410,F:GO:0003700
PA4851_08410,P:GO:0006355
PA4851_08410,F:GO:0043565
PA4851_08415,F:GO:0005506
PA4851_08415,P:GO:0015891
PA4851_08415,F:GO:0038023
PA4851_08420,C:GO:0016021
PA4851_08420,F:GO:0016746
PA4851_08420,P:GO:0055085
PA4851_08425,F:GO:0003676
PA4851_08425,F:GO:0003677
PA4851_08425,P:GO:0006355
PA4851_08430,C:GO:0016021
PA4851_08435,C:GO:0016020
PA4851_08440,P:GO:0006310
PA4851_08455,P:GO:0006457
PA4851_08460,no GO terms
PA4851_08465,F:GO:0003677
PA4851_08465,F:GO:0043565
PA4851_08470,F:GO:0005515
PA4851_08475,no GO terms
PA4851_08480,F:GO:0005515
PA4851_08480,P:GO:0006508
PA4851_08480,F:GO:0008236
PA4851_08485,F:GO:0016491
PA4851_08485,P:GO:0055114
PA4851_08490,no GO terms
PA4851_08495,F:GO:0005524
PA4851_08495,F:GO:0016887
PA4851_08495,F:GO:0022857
PA4851_08495,C:GO:0043190
PA4851_08495,P:GO:0055085
PA4851_08500,C:GO:0016020
PA4851_08500,P:GO:0055085
PA4851_08505,C:GO:0016020
PA4851_08505,P:GO:0055085
PA4851_08510,F:GO:0003824
PA4851_08515,no GO terms
PA4851_08520,F:GO:0003677
PA4851_08520,F:GO:0003700
PA4851_08520,P:GO:0006355
PA4851_08525,no GO terms
PA4851_08530,F:GO:0004177
PA4851_08530,P:GO:0006508
PA4851_08530,F:GO:0008270
PA4851_08535,P:GO:0001522
PA4851_08535,F:GO:0003723
PA4851_08535,P:GO:0009451
PA4851_08535,F:GO:0009982
PA4851_08540,P:GO:0032955
PA4851_08540,P:GO:0051301
PA4851_08545,F:GO:0016887
PA4851_08550,P:GO:0000902
PA4851_08550,P:GO:0051302
PA4851_08550,P:GO:0051726
PA4851_08550,P:GO:1901891
PA4851_08555,P:GO:0009245
PA4851_08555,C:GO:0016021
PA4851_08555,F:GO:0016740
PA4851_08560,P:GO:0006629
PA4851_08565,no GO terms
PA4851_08570,C:GO:0016020
PA4851_08575,C:GO:0016020
PA4851_08580,no GO terms
PA4851_08585,F:GO:0022857
PA4851_08585,C:GO:0043190
PA4851_08585,P:GO:0055085
PA4851_08590,no GO terms
PA4851_08595,C:GO:0016020
PA4851_08595,F:GO:0022857
PA4851_08595,P:GO:0055085
PA4851_08600,F:GO:0008773
PA4851_08605,F:GO:0003676
PA4851_08610,no GO terms
PA4851_08615,no GO terms
PA4851_08620,no GO terms
PA4851_08625,F:GO:0005524
PA4851_08625,C:GO:0016021
PA4851_08625,F:GO:0016887
PA4851_08625,F:GO:0042626
PA4851_08625,P:GO:0055085
PA4851_08630,P:GO:0000413
PA4851_08630,F:GO:0003755
PA4851_08635,no GO terms
PA4851_08640,F:GO:0003700
PA4851_08640,P:GO:0006355
PA4851_08645,no IPS match
PA4851_08650,F:GO:0016661
PA4851_08650,P:GO:0055114
PA4851_08655,C:GO:0016020
PA4851_08655,C:GO:0016021
PA4851_08660,F:GO:0000049
PA4851_08665,F:GO:0003677
PA4851_08665,F:GO:0003700
PA4851_08665,P:GO:0006355
PA4851_08665,F:GO:0043565
PA4851_08670,no GO terms
PA4851_08675,no GO terms
PA4851_08680,P:GO:0009190
PA4851_08680,F:GO:0016849
PA4851_08680,P:GO:0035556
PA4851_08685,no GO terms
PA4851_08690,F:GO:0003677
PA4851_08690,F:GO:0003700
PA4851_08690,P:GO:0006355
PA4851_08690,F:GO:0043565
PA4851_08695,no GO terms
PA4851_08700,no GO terms
PA4851_08705,F:GO:0005524
PA4851_08705,F:GO:0016887
PA4851_08710,C:GO:0043190
PA4851_08715,P:GO:0006812
PA4851_08715,F:GO:0008324
PA4851_08715,F:GO:0015379
PA4851_08715,C:GO:0016021
PA4851_08715,P:GO:0055085
PA4851_08715,P:GO:0071805
PA4851_08720,no GO terms
PA4851_08725,F:GO:0016491
PA4851_08730,no IPS match
PA4851_08735,F:GO:0000155
PA4851_08735,P:GO:0007165
PA4851_08735,C:GO:0016021
PA4851_08735,P:GO:0016310
PA4851_08735,F:GO:0016772
PA4851_08740,C:GO:0042597
PA4851_08745,P:GO:0000160
PA4851_08745,F:GO:0003677
PA4851_08745,P:GO:0006355
PA4851_08750,no IPS match
PA4851_08755,no GO terms
PA4851_08760,C:GO:0016021
PA4851_08765,F:GO:0003824
PA4851_08770,F:GO:0003725
PA4851_08775,no GO terms
PA4851_08780,P:GO:0051304
PA4851_08785,no IPS match
PA4851_08790,P:GO:0006006
PA4851_08790,F:GO:0016620
PA4851_08790,F:GO:0050661
PA4851_08790,F:GO:0051287
PA4851_08790,P:GO:0055114
PA4851_08795,F:GO:0003824
PA4851_08795,F:GO:0004456
PA4851_08795,P:GO:0009255
PA4851_08800,F:GO:0004340
PA4851_08800,F:GO:0005524
PA4851_08800,F:GO:0005536
PA4851_08800,P:GO:0006096
PA4851_08800,P:GO:0051156
PA4851_08805,P:GO:0000160
PA4851_08805,F:GO:0003677
PA4851_08805,P:GO:0006355
PA4851_08810,F:GO:0000155
PA4851_08810,P:GO:0007165
PA4851_08810,C:GO:0016021
PA4851_08810,P:GO:0016310
PA4851_08810,F:GO:0016772
PA4851_08815,no GO terms
PA4851_08820,C:GO:0016020
PA4851_08820,P:GO:0055085
PA4851_08825,C:GO:0016020
PA4851_08825,P:GO:0055085
PA4851_08830,F:GO:0005524
PA4851_08830,F:GO:0016887
PA4851_08835,P:GO:0008643
PA4851_08835,F:GO:0015288
PA4851_08835,C:GO:0016021
PA4851_08840,F:GO:0003824
PA4851_08840,P:GO:0005975
PA4851_08840,F:GO:0016853
PA4851_08840,F:GO:0030246
PA4851_08845,F:GO:0003677
PA4851_08845,F:GO:0003700
PA4851_08845,P:GO:0006355
PA4851_08845,F:GO:0097367
PA4851_08845,P:GO:1901135
PA4851_08850,F:GO:0004345
PA4851_08850,P:GO:0006006
PA4851_08850,F:GO:0050661
PA4851_08850,P:GO:0055114
PA4851_08855,P:GO:0005975
PA4851_08855,P:GO:0006098
PA4851_08855,F:GO:0017057
PA4851_08860,F:GO:0003824
PA4851_08860,F:GO:0016829
PA4851_08865,F:GO:0016787
PA4851_08870,P:GO:0001522
PA4851_08870,F:GO:0003723
PA4851_08870,P:GO:0009451
PA4851_08870,F:GO:0009982
PA4851_08870,F:GO:0016866
PA4851_08875,no IPS match
PA4851_08880,no GO terms
PA4851_08885,F:GO:0015501
PA4851_08885,P:GO:0015813
PA4851_08885,C:GO:0016021
PA4851_08890,P:GO:0019556
PA4851_08890,F:GO:0046872
PA4851_08890,F:GO:0050415
PA4851_08895,F:GO:0003677
PA4851_08895,P:GO:0006355
PA4851_08900,no GO terms
PA4851_08905,F:GO:0016787
PA4851_08905,F:GO:0016791
PA4851_08910,P:GO:0006744
PA4851_08910,F:GO:0008425
PA4851_08915,F:GO:0016787
PA4851_08915,F:GO:0016810
PA4851_08920,P:GO:0044237
PA4851_08920,P:GO:0044249
PA4851_08925,F:GO:0003677
PA4851_08925,F:GO:0003916
PA4851_08925,F:GO:0003918
PA4851_08925,F:GO:0005524
PA4851_08925,C:GO:0005694
PA4851_08925,P:GO:0006259
PA4851_08925,P:GO:0006265
PA4851_08930,F:GO:0003824
PA4851_08930,F:GO:0004648
PA4851_08930,P:GO:0006564
PA4851_08935,F:GO:0004106
PA4851_08935,F:GO:0004664
PA4851_08935,C:GO:0005737
PA4851_08935,P:GO:0009094
PA4851_08935,P:GO:0046417
PA4851_08940,P:GO:0000105
PA4851_08940,F:GO:0003824
PA4851_08940,F:GO:0004400
PA4851_08940,P:GO:0009058
PA4851_08940,F:GO:0030170
PA4851_08945,F:GO:0003824
PA4851_08945,F:GO:0003866
PA4851_08945,F:GO:0004665
PA4851_08945,P:GO:0006571
PA4851_08945,F:GO:0008977
PA4851_08945,P:GO:0009073
PA4851_08945,F:GO:0016765
PA4851_08945,P:GO:0055114
PA4851_08950,F:GO:0004127
PA4851_08950,F:GO:0005524
PA4851_08950,P:GO:0006139
PA4851_08955,F:GO:0003676
PA4851_08955,F:GO:0003723
PA4851_08955,F:GO:0003735
PA4851_08955,C:GO:0005840
PA4851_08955,P:GO:0006412
PA4851_08960,F:GO:0003677
PA4851_08960,C:GO:0005694
PA4851_08960,P:GO:0006310
PA4851_08960,P:GO:0006355
PA4851_08965,P:GO:0009103
PA4851_08965,C:GO:0016020
PA4851_08970,P:GO:0000271
PA4851_08970,F:GO:0016616
PA4851_08970,F:GO:0016628
PA4851_08970,F:GO:0051287
PA4851_08970,P:GO:0055114
PA4851_08975,F:GO:0016491
PA4851_08975,P:GO:0055114
PA4851_08980,F:GO:0016747
PA4851_08985,no GO terms
PA4851_08990,F:GO:0003824
PA4851_08995,no IPS match
PA4851_09000,no GO terms
PA4851_09005,P:GO:0000105
PA4851_09005,C:GO:0005737
PA4851_09005,F:GO:0016763
PA4851_09010,P:GO:0000105
PA4851_09010,F:GO:0000107
PA4851_09010,F:GO:0003824
PA4851_09010,C:GO:0005737
PA4851_09010,F:GO:0016833
PA4851_09015,no GO terms
PA4851_09020,no GO terms
PA4851_09025,F:GO:0008761
PA4851_09030,no GO terms
PA4851_09035,F:GO:0003824
PA4851_09035,F:GO:0050662
PA4851_09040,F:GO:0008963
PA4851_09040,C:GO:0016021
PA4851_09045,F:GO:0003677
PA4851_09045,F:GO:0004803
PA4851_09045,P:GO:0006313
PA4851_09050,no GO terms
PA4851_09055,no GO terms
PA4851_09060,no GO terms
PA4851_09065,F:GO:0003677
PA4851_09065,P:GO:0006281
PA4851_09075,F:GO:0003824
PA4851_09075,P:GO:0006520
PA4851_09075,F:GO:0008483
PA4851_09075,P:GO:0009058
PA4851_09075,F:GO:0030170
PA4851_09080,F:GO:0003677
PA4851_09080,F:GO:0005515
PA4851_09080,F:GO:0005524
PA4851_09080,P:GO:0006289
PA4851_09080,C:GO:0009380
PA4851_09080,F:GO:0016787
PA4851_09080,F:GO:0016887
PA4851_09085,C:GO:0016021
PA4851_09085,F:GO:0022857
PA4851_09085,P:GO:0055085
PA4851_09090,F:GO:0005215
PA4851_09090,P:GO:0009306
PA4851_09090,C:GO:0016020
PA4851_09090,P:GO:0055085
PA4851_09095,F:GO:0003700
PA4851_09095,P:GO:0006355
PA4851_09100,F:GO:0000049
PA4851_09100,F:GO:0000166
PA4851_09100,F:GO:0004812
PA4851_09100,F:GO:0004818
PA4851_09100,F:GO:0005524
PA4851_09100,C:GO:0005737
PA4851_09100,P:GO:0006424
PA4851_09100,F:GO:0008270
PA4851_09100,P:GO:0043039
PA4851_09125,F:GO:0003677
PA4851_09130,no GO terms
PA4851_09135,F:GO:0003824
PA4851_09135,F:GO:0016829
PA4851_09140,no GO terms
PA4851_09145,P:GO:0002943
PA4851_09145,F:GO:0003824
PA4851_09145,P:GO:0008033
PA4851_09145,F:GO:0017150
PA4851_09145,F:GO:0050660
PA4851_09145,P:GO:0055114
PA4851_09150,no GO terms
PA4851_09155,no GO terms
PA4851_09160,no GO terms
PA4851_09165,no GO terms
PA4851_09170,F:GO:0003700
PA4851_09170,P:GO:0006355
PA4851_09175,no GO terms
PA4851_09180,F:GO:0003700
PA4851_09180,P:GO:0006355
PA4851_09185,F:GO:0003861
PA4851_09185,P:GO:0009098
PA4851_09185,F:GO:0051539
PA4851_09190,F:GO:0003861
PA4851_09190,P:GO:0009098
PA4851_09190,C:GO:0009316
PA4851_09195,F:GO:0008168
PA4851_09200,F:GO:0003862
PA4851_09200,C:GO:0005737
PA4851_09200,P:GO:0009098
PA4851_09200,F:GO:0016616
PA4851_09200,P:GO:0055114
PA4851_09205,F:GO:0004073
PA4851_09205,C:GO:0005737
PA4851_09205,P:GO:0008652
PA4851_09205,P:GO:0009086
PA4851_09205,P:GO:0009088
PA4851_09205,P:GO:0009089
PA4851_09205,P:GO:0009097
PA4851_09205,F:GO:0016620
PA4851_09205,F:GO:0046983
PA4851_09205,F:GO:0050661
PA4851_09205,F:GO:0051287
PA4851_09205,P:GO:0055114
PA4851_09210,C:GO:0005737
PA4851_09210,P:GO:0008652
PA4851_09210,F:GO:0016620
PA4851_09210,F:GO:0046983
PA4851_09210,F:GO:0051287
PA4851_09210,P:GO:0055114
PA4851_09215,F:GO:0005515
PA4851_09220,P:GO:0001522
PA4851_09220,F:GO:0003723
PA4851_09220,P:GO:0009451
PA4851_09220,F:GO:0009982
PA4851_09225,F:GO:0003824
PA4851_09225,F:GO:0004640
PA4851_09225,P:GO:0006568
PA4851_09230,F:GO:0003989
PA4851_09230,P:GO:0006633
PA4851_09230,C:GO:0009317
PA4851_09235,F:GO:0004326
PA4851_09235,F:GO:0005524
PA4851_09235,P:GO:0009058
PA4851_09235,P:GO:0009396
PA4851_09235,F:GO:0016874
PA4851_09240,F:GO:0042834
PA4851_09245,P:GO:0009403
PA4851_09245,C:GO:0016020
PA4851_09250,F:GO:0004044
PA4851_09250,P:GO:0009113
PA4851_09250,P:GO:0009116
PA4851_09255,F:GO:0003824
PA4851_09255,F:GO:0030170
PA4851_09255,P:GO:0071268
PA4851_09260,no GO terms
PA4851_09265,F:GO:0008565
PA4851_09265,P:GO:0009306
PA4851_09265,C:GO:0015627
PA4851_09265,P:GO:0015628
PA4851_09265,C:GO:0019867
PA4851_09270,no GO terms
PA4851_09275,F:GO:0005524
PA4851_09275,F:GO:0008565
PA4851_09275,C:GO:0015627
PA4851_09275,P:GO:0015628
PA4851_09280,F:GO:0008565
PA4851_09280,C:GO:0015627
PA4851_09280,P:GO:0015628
PA4851_09285,F:GO:0008565
PA4851_09285,C:GO:0015627
PA4851_09285,P:GO:0015628
PA4851_09290,F:GO:0008565
PA4851_09290,C:GO:0015627
PA4851_09290,P:GO:0015628
PA4851_09295,F:GO:0008565
PA4851_09295,C:GO:0015627
PA4851_09295,P:GO:0015628
PA4851_09300,F:GO:0008565
PA4851_09300,C:GO:0015627
PA4851_09300,P:GO:0015628
PA4851_09305,P:GO:0009306
PA4851_09305,C:GO:0016021
PA4851_09310,F:GO:0008565
PA4851_09310,C:GO:0009276
PA4851_09310,P:GO:0015031
PA4851_09310,C:GO:0016021
PA4851_09315,P:GO:0009306
PA4851_09335,no GO terms
PA4851_09340,F:GO:0003824
PA4851_09340,F:GO:0010181
PA4851_09340,F:GO:0016491
PA4851_09340,P:GO:0055114
PA4851_09345,no IPS match
PA4851_09350,no GO terms
PA4851_09355,no GO terms
PA4851_09360,F:GO:0003951
PA4851_09360,P:GO:0006741
PA4851_09360,P:GO:0019674
PA4851_09365,F:GO:0016787
PA4851_09370,F:GO:0004252
PA4851_09370,P:GO:0006508
PA4851_09370,C:GO:0016021
PA4851_09375,no GO terms
PA4851_09380,no GO terms
PA4851_09385,P:GO:0006508
PA4851_09385,F:GO:0008237
PA4851_09385,F:GO:0008270
PA4851_09390,no GO terms
PA4851_09395,no GO terms
PA4851_09400,F:GO:0005515
PA4851_09405,C:GO:0016020
PA4851_09405,C:GO:0016021
PA4851_09410,F:GO:0000155
PA4851_09410,P:GO:0007165
PA4851_09415,P:GO:0000160
PA4851_09415,F:GO:0003677
PA4851_09415,P:GO:0006355
PA4851_09420,P:GO:0015996
PA4851_09420,F:GO:0047746
PA4851_09425,no GO terms
PA4851_09430,F:GO:0005515
PA4851_09435,no GO terms
PA4851_09440,no GO terms
PA4851_09445,no GO terms
PA4851_09450,F:GO:0005524
PA4851_09450,F:GO:0016887
PA4851_09455,no IPS match
PA4851_09460,F:GO:0004352
PA4851_09460,P:GO:0019551
PA4851_09465,F:GO:0003824
PA4851_09465,P:GO:0005975
PA4851_09470,F:GO:0005515
PA4851_09475,no GO terms
PA4851_09480,F:GO:0005515
PA4851_09485,no IPS match
PA4851_09490,no GO terms
PA4851_09495,no GO terms
PA4851_09500,no IPS match
PA4851_09505,F:GO:0003677
PA4851_09505,F:GO:0043565
PA4851_09510,F:GO:0003677
PA4851_09510,F:GO:0043565
PA4851_09515,F:GO:0004181
PA4851_09515,P:GO:0006508
PA4851_09515,F:GO:0008270
PA4851_09520,F:GO:0003824
PA4851_09525,no GO terms
PA4851_09530,no GO terms
PA4851_09535,F:GO:0003824
PA4851_09535,F:GO:0004152
PA4851_09535,C:GO:0005737
PA4851_09535,P:GO:0006207
PA4851_09535,P:GO:0006222
PA4851_09535,C:GO:0016020
PA4851_09535,F:GO:0016627
PA4851_09535,P:GO:0055114
PA4851_09540,no GO terms
PA4851_09545,F:GO:0003723
PA4851_09545,C:GO:0005737
PA4851_09545,F:GO:0008168
PA4851_09545,F:GO:0008990
PA4851_09545,P:GO:0031167
PA4851_09550,F:GO:0004185
PA4851_09550,P:GO:0006508
PA4851_09555,no GO terms
PA4851_09560,P:GO:0000160
PA4851_09560,P:GO:0006355
PA4851_09565,F:GO:0000155
PA4851_09565,P:GO:0000160
PA4851_09565,P:GO:0007165
PA4851_09565,P:GO:0016310
PA4851_09565,F:GO:0016772
PA4851_09570,F:GO:0016793
PA4851_09575,no IPS match
PA4851_09580,no GO terms
PA4851_09585,F:GO:0043022
PA4851_09590,F:GO:0008519
PA4851_09590,P:GO:0015696
PA4851_09590,C:GO:0016020
PA4851_09595,C:GO:0016021
PA4851_09600,no GO terms
PA4851_09605,F:GO:0048037
PA4851_09610,F:GO:0005515
PA4851_09615,F:GO:0003677
PA4851_09620,no GO terms
PA4851_09625,F:GO:0009055
PA4851_09625,F:GO:0020037
PA4851_09635,no GO terms
PA4851_09640,F:GO:0003824
PA4851_09640,P:GO:0006777
PA4851_09645,P:GO:0006777
PA4851_09650,P:GO:0032324
PA4851_09655,F:GO:0003677
PA4851_09655,F:GO:0003700
PA4851_09655,P:GO:0006355
PA4851_09655,F:GO:0043565
PA4851_09660,F:GO:0003824
PA4851_09660,F:GO:0016491
PA4851_09660,F:GO:0050660
PA4851_09660,P:GO:0055114
PA4851_09660,F:GO:0071949
PA4851_09665,F:GO:0004368
PA4851_09665,P:GO:0006072
PA4851_09665,C:GO:0009331
PA4851_09665,F:GO:0016491
PA4851_09665,P:GO:0055114
PA4851_09670,P:GO:0005975
PA4851_09670,F:GO:0016773
PA4851_09675,F:GO:0001727
PA4851_09675,F:GO:0003951
PA4851_09675,F:GO:0016301
PA4851_09675,F:GO:0046872
PA4851_09680,F:GO:0003824
PA4851_09680,F:GO:0030151
PA4851_09680,F:GO:0030170
PA4851_09685,no GO terms
PA4851_09690,F:GO:0004553
PA4851_09690,C:GO:0042597
PA4851_09695,F:GO:0000166
PA4851_09695,F:GO:0003677
PA4851_09695,F:GO:0004832
PA4851_09695,F:GO:0005524
PA4851_09695,C:GO:0005737
PA4851_09695,P:GO:0006438
PA4851_09695,F:GO:0016887
PA4851_09700,no IPS match
PA4851_09705,no GO terms
PA4851_09710,no IPS match
PA4851_09715,no IPS match
PA4851_09720,F:GO:0003824
PA4851_09720,F:GO:0003857
PA4851_09720,F:GO:0004165
PA4851_09720,F:GO:0004300
PA4851_09720,P:GO:0006631
PA4851_09720,F:GO:0008692
PA4851_09720,P:GO:0009062
PA4851_09720,F:GO:0016491
PA4851_09720,C:GO:0036125
PA4851_09720,P:GO:0055114
PA4851_09725,F:GO:0003824
PA4851_09725,F:GO:0003988
PA4851_09725,C:GO:0005737
PA4851_09725,P:GO:0006631
PA4851_09725,P:GO:0016042
PA4851_09725,F:GO:0016747
PA4851_09730,no GO terms
PA4851_09735,F:GO:0003677
PA4851_09735,F:GO:0003916
PA4851_09735,F:GO:0003917
PA4851_09735,C:GO:0005694
PA4851_09735,P:GO:0006265
PA4851_09740,no IPS match
PA4851_09745,no IPS match
PA4851_09750,P:GO:0009432
PA4851_09750,P:GO:0051782
PA4851_09755,F:GO:0003677
PA4851_09755,F:GO:0004252
PA4851_09755,P:GO:0006355
PA4851_09755,P:GO:0006508
PA4851_09755,P:GO:0009432
PA4851_09755,P:GO:0045892
PA4851_09760,F:GO:0003677
PA4851_09765,F:GO:0004553
PA4851_09765,F:GO:0004563
PA4851_09765,P:GO:0005975
PA4851_09770,F:GO:0003824
PA4851_09770,P:GO:0009116
PA4851_09770,F:GO:0017061
PA4851_09775,no GO terms
PA4851_09780,F:GO:0003676
PA4851_09780,F:GO:0003684
PA4851_09780,F:GO:0005524
PA4851_09780,P:GO:0006281
PA4851_09785,P:GO:0006006
PA4851_09785,F:GO:0016620
PA4851_09785,F:GO:0050661
PA4851_09785,F:GO:0051287
PA4851_09785,P:GO:0055114
PA4851_09790,C:GO:0016020
PA4851_09790,F:GO:0022857
PA4851_09790,P:GO:0055085
PA4851_09795,P:GO:0006814
PA4851_09795,F:GO:0016655
PA4851_09795,P:GO:0055114
PA4851_09800,F:GO:0010181
PA4851_09800,C:GO:0016020
PA4851_09800,C:GO:0016021
PA4851_09800,F:GO:0016655
PA4851_09800,P:GO:0022904
PA4851_09800,P:GO:0055085
PA4851_09805,P:GO:0006814
PA4851_09805,F:GO:0010181
PA4851_09805,C:GO:0016020
PA4851_09805,C:GO:0016021
PA4851_09805,F:GO:0016655
PA4851_09810,C:GO:0016020
PA4851_09810,F:GO:0016655
PA4851_09810,P:GO:0055114
PA4851_09815,C:GO:0009276
PA4851_09815,C:GO:0016020
PA4851_09815,C:GO:0016021
PA4851_09815,F:GO:0016655
PA4851_09815,P:GO:0022904
PA4851_09815,P:GO:0055114
PA4851_09820,P:GO:0006814
PA4851_09820,F:GO:0009055
PA4851_09820,C:GO:0016021
PA4851_09820,F:GO:0016491
PA4851_09820,F:GO:0016655
PA4851_09820,F:GO:0051536
PA4851_09820,F:GO:0051537
PA4851_09820,P:GO:0055114
PA4851_09825,P:GO:0017013
PA4851_09830,no GO terms
PA4851_09835,F:GO:0003957
PA4851_09835,F:GO:0009055
PA4851_09835,F:GO:0016491
PA4851_09835,P:GO:0045454
PA4851_09835,F:GO:0050660
PA4851_09835,P:GO:0055114
PA4851_09840,P:GO:0006629
PA4851_09840,F:GO:0008081
PA4851_09840,F:GO:0008889
PA4851_09845,F:GO:0035438
PA4851_09850,C:GO:0016020
PA4851_09850,C:GO:0016021
PA4851_09850,P:GO:0042953
PA4851_09850,F:GO:0042954
PA4851_09855,F:GO:0005524
PA4851_09855,C:GO:0016020
PA4851_09855,F:GO:0016887
PA4851_09855,P:GO:0042953
PA4851_09855,F:GO:0042954
PA4851_09855,P:GO:0044873
PA4851_09860,C:GO:0016020
PA4851_09860,C:GO:0016021
PA4851_09860,P:GO:0042953
PA4851_09860,F:GO:0042954
PA4851_09865,no GO terms
PA4851_09870,no GO terms
PA4851_09875,no GO terms
PA4851_09880,F:GO:0022857
PA4851_09880,P:GO:0055085
PA4851_09885,F:GO:0005524
PA4851_09885,F:GO:0009029
PA4851_09885,P:GO:0009245
PA4851_09890,no GO terms
PA4851_09895,C:GO:0005737
PA4851_09895,F:GO:0008690
PA4851_09900,F:GO:0004725
PA4851_09900,P:GO:0006470
PA4851_09905,F:GO:0008762
PA4851_09905,F:GO:0016491
PA4851_09905,F:GO:0050660
PA4851_09905,P:GO:0055114
PA4851_09905,F:GO:0071949
PA4851_09910,F:GO:0003676
PA4851_09910,F:GO:0003723
PA4851_09910,F:GO:0004540
PA4851_09910,P:GO:0006396
PA4851_09910,F:GO:0008995
PA4851_09915,P:GO:0001522
PA4851_09915,F:GO:0003723
PA4851_09915,P:GO:0009451
PA4851_09915,F:GO:0009982
PA4851_09920,F:GO:0016787
PA4851_09925,P:GO:0006508
PA4851_09925,F:GO:0008233
PA4851_09930,F:GO:0047429
PA4851_09935,no GO terms
PA4851_09940,F:GO:0003735
PA4851_09940,P:GO:0006412
PA4851_09940,C:GO:0015934
PA4851_09945,F:GO:0003824
PA4851_09945,P:GO:0006633
PA4851_09945,F:GO:0016747
PA4851_09950,F:GO:0004314
PA4851_09950,F:GO:0016740
PA4851_09955,F:GO:0004316
PA4851_09955,P:GO:0006633
PA4851_09955,F:GO:0051287
PA4851_09955,P:GO:0055114
PA4851_09960,P:GO:0006633
PA4851_09960,F:GO:0031177
PA4851_09965,F:GO:0003824
PA4851_09965,P:GO:0006633
PA4851_09965,F:GO:0016747
PA4851_09970,F:GO:0003824
PA4851_09970,F:GO:0008696
PA4851_09970,F:GO:0030170
PA4851_09970,P:GO:0046656
PA4851_09975,no GO terms
PA4851_09980,F:GO:0004798
PA4851_09980,F:GO:0005524
PA4851_09980,P:GO:0006233
PA4851_09985,F:GO:0003677
PA4851_09985,F:GO:0003887
PA4851_09985,P:GO:0006260
PA4851_09985,F:GO:0008408
PA4851_09985,C:GO:0009360
PA4851_09990,F:GO:0035438
PA4851_09995,F:GO:0004536
PA4851_09995,F:GO:0016788
PA4851_10005,F:GO:0003824
PA4851_10010,F:GO:0003677
PA4851_10015,F:GO:0003824
PA4851_10015,F:GO:0051536
PA4851_10020,no GO terms
PA4851_10025,no GO terms
PA4851_10030,no GO terms
PA4851_10035,F:GO:0009055
PA4851_10040,F:GO:0009055
PA4851_10040,F:GO:0050660
PA4851_10045,F:GO:0016491
PA4851_10045,P:GO:0055114
PA4851_10050,F:GO:0003824
PA4851_10055,F:GO:0008168
PA4851_10055,P:GO:0009236
PA4851_10055,F:GO:0046026
PA4851_10060,P:GO:0009236
PA4851_10065,no GO terms
PA4851_10070,P:GO:0009236
PA4851_10075,P:GO:0009058
PA4851_10075,P:GO:0009236
PA4851_10075,F:GO:0051116
PA4851_10080,F:GO:0003824
PA4851_10080,F:GO:0003849
